,id,name,des,last refreshed,from,to
921,105274,SBI Mutual Fund - SBI Liquid Fund - Institutional - Growth,ISIN Div Payout/ ISIN Growth: INF200K01LU1,14-05-2021 20:00,23-03-2007,14-05-2021
922,105275,SBI Mutual Fund - SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Reinvestment: INF200K01LR7,14-05-2021 20:00,23-03-2007,14-05-2021
923,105279,SBI Mutual Fund - SBI Liquid Fund - Institutional Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01LS5<br><br>ISIN Div Reinvestment: INF200K01LT3,14-05-2021 20:00,23-03-2007,14-05-2021
924,105280,SBI Mutual Fund - SBI Liquid Fund - REGULAR PLAN -Growth,ISIN Div Payout/ ISIN Growth: INF200K01MA1,14-05-2021 20:00,24-03-2007,14-05-2021
925,105281,SBI Mutual Fund - SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Reinvestment: INF200K01LX5,14-05-2021 20:00,23-03-2007,14-05-2021
926,105282,SBI Mutual Fund - SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01MB9<br><br>ISIN Div Reinvestment: INF200K01MC7,14-05-2021 20:00,24-03-2007,14-05-2021
927,105283,SBI Mutual Fund - SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01LY3<br><br>ISIN Div Reinvestment: INF200K01LZ0,14-05-2021 20:00,24-03-2007,14-05-2021
928,105417,Taurus Mutual Fund - Taurus Infrastructure Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF044D01906,14-05-2021 20:00,02-04-2007,14-05-2021
929,105418,Taurus Mutual Fund - Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,ISIN Div Payout/ ISIN Growth: INF044D01872<br><br>ISIN Div Reinvestment: INF044D01880,14-05-2021 20:00,02-04-2007,14-05-2021
930,105459,Invesco Mutual Fund - Invesco India Contra Fund - IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01205<br><br>ISIN Div Reinvestment: INF205K01197,14-05-2021 20:00,12-04-2007,14-05-2021
931,105460,Invesco Mutual Fund - Invesco India Contra Fund - Growth,ISIN Div Payout/ ISIN Growth: INF205K01189,14-05-2021 20:00,12-04-2007,14-05-2021
932,105461,Principal Mutual Fund - Principal Low Duration Fund -Daily Income Distribution CUM Capital Withdrawal Option,ISIN Div Reinvestment: INF173K01DH4,14-05-2021 20:00,12-04-2007,14-05-2021
933,105463,UTI Mutual Fund - UTI GOLD Exchange Traded Fund,ISIN Div Payout/ ISIN Growth: INF789F1AUX7,14-05-2021 20:00,13-04-2007,14-05-2021
934,105503,Invesco Mutual Fund - Invesco India Midcap Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF205K01BC9,14-05-2021 20:00,20-04-2007,14-05-2021
935,105504,Invesco Mutual Fund - Invesco India Midcap Fund - IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01BD7<br><br>ISIN Div Reinvestment: INF205K01BE5,14-05-2021 20:00,20-04-2007,14-05-2021
936,105543,HDFC Mutual Fund - HDFC Low Duration  Fund - Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF179K01459<br><br>ISIN Div Reinvestment: INF179K01467,14-05-2021 20:00,24-04-2007,14-05-2021
937,105544,HDFC Mutual Fund - HDFC Low Duration Fund- Wholesale- Growth,ISIN Div Payout/ ISIN Growth: INF179K01491,14-05-2021 20:00,24-04-2007,10-05-2019
938,105545,HDFC Mutual Fund - HDFC Low Duration Fund- Wholesale Weekly Dividend,ISIN Div Payout/ ISIN Growth: INF179K01525,14-05-2021 20:00,24-04-2007,10-05-2019
939,105546,HDFC Mutual Fund - HDFC Low Duration Fund- Wholesale Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF179K01509<br><br>ISIN Div Reinvestment: INF179K01517,14-05-2021 20:00,24-04-2007,10-05-2019
940,105547,HDFC Mutual Fund - HDFC Low Duration Fund- Wholesale Daily Dividend,ISIN Div Reinvestment: INF179K01541,14-05-2021 20:00,24-04-2007,10-05-2019
941,105548,HDFC Mutual Fund - HDFC Low Duration  Fund - Daily IDCW,ISIN Div Reinvestment: INF179K01434,14-05-2021 20:00,24-04-2007,14-05-2021
942,105549,Sundaram Mutual Fund - Sundaram Low Duration Fund Retail Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JI1<br><br>ISIN Div Reinvestment: INF903J01EC5,14-05-2021 20:00,24-04-2007,14-05-2021
943,105550,Sundaram Mutual Fund - Sundaram Low Duration Fund Retail Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JJ9<br><br>ISIN Div Reinvestment: INF903J01ED3,14-05-2021 20:00,24-04-2007,14-05-2021
944,105551,Sundaram Mutual Fund - Sundaram Low Duration Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01EA9<br><br>ISIN Div Reinvestment: INF903J01EE1,14-05-2021 20:00,24-04-2007,14-05-2021
945,105552,Sundaram Mutual Fund - Sundaram Low Duration Fund Retail Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JK7<br><br>ISIN Div Reinvestment: INF903J01EF8,14-05-2021 20:00,24-04-2007,14-05-2021
946,105553,Sundaram Mutual Fund - Sundaram Low Duration Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Reinvestment: INF903J01EB7,14-05-2021 20:00,24-04-2007,14-05-2021
947,105554,Sundaram Mutual Fund - Sundaram Low Duration Fund Institutional Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Reinvestment: INF903J01RE3,14-05-2021 20:00,24-04-2007,14-05-2021
948,105555,Sundaram Mutual Fund - Sundaram Low Duration Fund Institutional Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JN1<br><br>ISIN Div Reinvestment: INF903J01EM4,14-05-2021 20:00,24-04-2007,26-09-2013
949,105556,Sundaram Mutual Fund - Sundaram Low Duration Fund Regular Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JO9<br><br>ISIN Div Reinvestment: INF903J01EQ5,14-05-2021 20:00,24-04-2007,14-05-2021
950,105557,Sundaram Mutual Fund - Sundaram Low Duration Fund Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JP6<br><br>ISIN Div Reinvestment: INF903J01ER3,14-05-2021 20:00,24-04-2007,14-05-2021
951,105558,Sundaram Mutual Fund - Sundaram Low Duration Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JQ4<br><br>ISIN Div Reinvestment: INF903J01ET9,14-05-2021 20:00,24-04-2007,14-05-2021
952,105559,Sundaram Mutual Fund - Sundaram Low Duration Fund Institutional Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JL5<br><br>ISIN Div Reinvestment: INF903J01EJ0,14-05-2021 20:00,24-04-2007,20-08-2015
953,105560,Sundaram Mutual Fund - Sundaram Low Duration Fund Institutional Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01JM3<br><br>ISIN Div Reinvestment: INF903J01EK8,14-05-2021 20:00,24-04-2007,26-09-2013
954,105561,Sundaram Mutual Fund - Sundaram Low Duration Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01EH4<br><br>ISIN Div Reinvestment: INF903J01EL6,14-05-2021 20:00,24-04-2007,14-05-2021
955,105562,Sundaram Mutual Fund - Sundaram Low Duration Fund Institutional Plan - Growth,ISIN Div Payout/ ISIN Growth: INF903J01EG6,14-05-2021 20:00,24-04-2007,14-05-2021
956,105563,Sundaram Mutual Fund - Sundaram Low Duration Fund Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF903J01EN2,14-05-2021 20:00,24-04-2007,14-05-2021
957,105564,Sundaram Mutual Fund - Sundaram Low Duration Fund Retail Plan - Growth,ISIN Div Payout/ ISIN Growth: INF903J01DZ8,14-05-2021 20:00,24-04-2007,14-05-2021
958,105565,Sundaram Mutual Fund - Sundaram Low Duration Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Reinvestment: INF903J01EP7,14-05-2021 20:00,24-04-2007,14-05-2021
959,105566,Sundaram Mutual Fund - Sundaram Low Duration Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),ISIN Div Payout/ ISIN Growth: INF903J01EO0<br><br>ISIN Div Reinvestment: INF903J01ES1,14-05-2021 20:00,24-04-2007,14-05-2021
960,105578,UTI Mutual Fund - UTI - Treasury Advantage Fund - Discontinued - Periodic Dividend Plan,ISIN Div Reinvestment: INF789F01349,14-05-2021 20:00,25-04-2007,14-05-2021
961,105603,Invesco Mutual Fund - Invesco India Arbitrage Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF205K01122,14-05-2021 20:00,03-05-2007,14-05-2021
962,105604,Invesco Mutual Fund - Invesco India Arbitrage Fund - IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01148<br><br>ISIN Div Reinvestment: INF205K01130,14-05-2021 20:00,03-05-2007,14-05-2021
963,105605,UTI Mutual Fund - UTI Treasury Advantage Fund - Regular Plan - Daily IDCW (Reinvestment),ISIN Div Reinvestment: INF789F01ON2,14-05-2021 20:00,04-05-2007,14-05-2021
964,105627,UTI Mutual Fund - UTI Treasury Advantage Fund - Regular Plan - Weekly IDCW,ISIN Div Payout/ ISIN Growth: INF789F01PB4<br><br>ISIN Div Reinvestment: INF789F01PC2,14-05-2021 20:00,04-05-2007,14-05-2021
965,105628,SBI Mutual Fund - SBI LONG TERM EQUITY FUND - REGULAR PLAN- GROWTH,ISIN Div Payout/ ISIN Growth: INF200K01495,14-05-2021 20:00,07-05-2007,14-05-2021
966,105637,JM Financial Mutual Fund - JM Dynamic Debt Fund (Regular) - Weekly IDCW,ISIN Div Reinvestment: INF192K01676,14-05-2021 20:00,23-05-2007,14-05-2021
967,105638,JM Financial Mutual Fund - JM Dynamic Debt Fund - Premium Plan - Daily Dividend Option,ISIN Div Reinvestment: INF192K01718,14-05-2021 20:00,16-05-2007,06-05-2020
968,105639,JM Financial Mutual Fund - JM Dynamic Debt Fund (Regular) - Daily IDCW,ISIN Div Reinvestment: INF192K01668,14-05-2021 20:00,23-05-2007,14-05-2021
969,105650,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01ON3,14-05-2021 20:00,14-05-2007,29-08-2017
970,105651,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01OM5,14-05-2021 20:00,14-05-2007,29-08-2017
971,105658,UTI Mutual Fund - UTI Treasury Advantage Fund - Regular Plan - Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF789F01OU7<br><br>ISIN Div Reinvestment: INF789F01OV5,14-05-2021 20:00,08-05-2007,14-05-2021
972,105659,UTI Mutual Fund - UTI - Treasury Advantage Fund - Discontinued Flexi Dividend Plan,ISIN Div Payout/ ISIN Growth: INF789F01PA6,14-05-2021 20:00,08-05-2007,14-05-2021
973,105667,DSP Mutual Fund - DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly,ISIN Div Payout/ ISIN Growth: INF740K01GM3<br><br>ISIN Div Reinvestment: INF740K01GL5,14-05-2021 20:00,10-05-2007,14-05-2021
974,105668,DSP Mutual Fund - DSP Strategic Bond Fund - Regular Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF740K01GO9<br><br>ISIN Div Reinvestment: INF740K01GN1,14-05-2021 20:00,10-05-2007,14-05-2021
975,105669,DSP Mutual Fund - DSP Strategic Bond Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01GK7,14-05-2021 20:00,10-05-2007,14-05-2021
976,105670,UTI Mutual Fund - UTI - Treasury Advantage Fund - Discontinued Monthly Dividend Option,ISIN Div Payout/ ISIN Growth: INF789F01OY9<br><br>ISIN Div Reinvestment: INF789F01OZ6,14-05-2021 20:00,09-05-2007,14-05-2021
977,105710,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01LT6,14-05-2021 20:00,16-05-2007,20-09-2017
978,105711,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01LU4,14-05-2021 20:00,16-05-2007,20-09-2017
979,105757,HDFC Mutual Fund - HDFC Mid-Cap Opportunities Fund - IDCW Plan,ISIN Div Payout/ ISIN Growth: INF179K01CS0<br><br>ISIN Div Reinvestment: INF179K01CT8,14-05-2021 20:00,05-07-2007,14-05-2021
980,105758,HDFC Mutual Fund - HDFC Mid-Cap Opportunities Fund - Growth Plan,ISIN Div Payout/ ISIN Growth: INF179K01CR2,14-05-2021 20:00,05-07-2007,14-05-2021
981,105804,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Small Cap Fund - GROWTH,ISIN Div Payout/ ISIN Growth: INF209K01EN2,14-05-2021 20:00,31-05-2007,14-05-2021
982,105805,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Small Cap Fund -Regular - IDCW,ISIN Div Payout/ ISIN Growth: INF209K01EO0<br><br>ISIN Div Reinvestment: INF209K01EP7,14-05-2021 20:00,31-05-2007,14-05-2021
983,105816,Franklin Templeton Mutual Fund - Franklin India Focused Equity Fund - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01965<br><br>ISIN Div Reinvestment: INF090I01973,14-05-2021 20:00,27-07-2007,14-05-2021
984,105817,Franklin Templeton Mutual Fund - Franklin India Focused Equity Fund - Growth Plan,ISIN Div Payout/ ISIN Growth: INF090I01981,14-05-2021 20:00,27-07-2007,14-05-2021
985,105822,LIC Mutual Fund - LIC MF Banking & PSU Debt Fund-Regular Plan-Daily IDCW,ISIN Div Payout/ ISIN Growth: INF767K01519<br><br>ISIN Div Reinvestment: INF767K01527,14-05-2021 20:00,31-05-2007,14-05-2021
986,105823,LIC Mutual Fund - LIC MF Banking & PSU Debt Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF767K01535,14-05-2021 20:00,31-05-2007,14-05-2021
987,105856,LIC Mutual Fund - LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF767K01543<br><br>ISIN Div Reinvestment: INF767K01550,14-05-2021 20:00,04-06-2007,14-05-2021
988,105857,LIC Mutual Fund - LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW,ISIN Div Payout/ ISIN Growth: INF767K01568<br><br>ISIN Div Reinvestment: INF767K01576,14-05-2021 20:00,04-06-2007,14-05-2021
989,105875,DSP Mutual Fund - DSP Flexi Cap Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01037,14-05-2021 20:00,08-06-2007,14-05-2021
990,105878,DSP Mutual Fund - DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly,This dataset has no description.,14-05-2021 20:00,08-06-2007,14-05-2021
991,105881,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW,ISIN Div Payout/ ISIN Growth: INF209K01MD6,14-05-2021 20:00,06-06-2007,14-05-2021
992,105887,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW,ISIN Div Payout/ ISIN Growth: INF209K01MA2,14-05-2021 20:00,08-06-2007,14-05-2021
993,105888,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW,ISIN Div Payout/ ISIN Growth: INF209K01LY4,14-05-2021 20:00,08-06-2007,14-05-2021
994,105907,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01MC0,14-05-2021 20:00,18-06-2007,24-10-2017
995,105908,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01MB2,14-05-2021 20:00,18-06-2007,24-10-2017
996,105967,Kotak Mahindra Mutual Fund - Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option,ISIN Div Payout/ ISIN Growth: INF174K01328<br><br>ISIN Div Reinvestment: INF174K01310,14-05-2021 20:00,18-06-2007,14-05-2021
997,105968,Kotak Mahindra Mutual Fund - Kotak Equity Arbitrage Fund - Growth,ISIN Div Payout/ ISIN Growth: INF174K01302,14-05-2021 20:00,18-06-2007,14-05-2021
998,105989,DSP Mutual Fund - DSP Small Cap Fund - Regular - Growth,ISIN Div Payout/ ISIN Growth: INF740K01797,14-05-2021 20:00,20-06-2007,14-05-2021
999,106095,SBI Mutual Fund - SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01CU0<br><br>ISIN Div Reinvestment: INF200K01CV8,14-05-2021 20:00,10-07-2007,14-05-2021
1000,106096,SBI Mutual Fund - SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH,ISIN Div Payout/ ISIN Growth: INF200K01CT2,14-05-2021 20:00,10-07-2007,14-05-2021
1001,106101,JM Financial Mutual Fund - JM Ultra Short Duration Fund - Fortnightly Dividend,ISIN Div Reinvestment: INF192K01AP3,14-05-2021 20:00,01-10-2008,25-09-2020
1002,106104,JM Financial Mutual Fund - JM Ultra Short Duration Fund - Weekly Dividend,ISIN Div Reinvestment: INF192K01AO6,14-05-2021 20:00,27-07-2007,25-09-2020
1003,106129,Tata Mutual Fund - Tata Corporate Bond Fund -Regular Plan -  Growth,ISIN Div Payout/ ISIN Growth: INF277K01998,14-05-2021 20:00,17-07-2007,13-12-2019
1004,106130,Tata Mutual Fund - Tata Corporate Bond Fund -Regular Plan  -  Daily Dividend,ISIN Div Reinvestment: INF277K01AA4,14-05-2021 20:00,17-07-2007,13-12-2019
1005,106131,Tata Mutual Fund - Tata Corporate Bond Fund-Regular Plan - Weekly Dividend,ISIN Div Payout/ ISIN Growth: INF277K01CU8<br><br>ISIN Div Reinvestment: INF277K01AC0,14-05-2021 20:00,17-07-2007,13-12-2019
1006,106132,Tata Mutual Fund - Tata Corporate Bond Fund -Regular Plan -  Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF277K01CT0<br><br>ISIN Div Reinvestment: INF277K01AB2,14-05-2021 20:00,17-07-2007,13-12-2019
1007,106141,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend,ISIN Div Payout/ ISIN Growth: INF109K01MK3,14-05-2021 20:00,23-07-2007,28-08-2017
1008,106142,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth,ISIN Div Payout/ ISIN Growth: INF109K01MJ5,14-05-2021 20:00,23-07-2007,28-08-2017
1009,106143,Invesco Mutual Fund - Invesco India Growth Opportunities Fund - IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01262<br><br>ISIN Div Reinvestment: INF205K01254,14-05-2021 20:00,13-08-2007,14-05-2021
1010,106144,Invesco Mutual Fund - Invesco India Growth Opportunities Fund - Growth,ISIN Div Payout/ ISIN Growth: INF205K01247,14-05-2021 20:00,13-08-2007,14-05-2021
1011,106157,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF209K01LS6,14-05-2021 20:00,19-07-2007,14-05-2021
1012,106166,Canara Robeco Mutual Fund - CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - GROWTH OPTION,ISIN Div Payout/ ISIN Growth: INF760K01050,14-05-2021 20:00,23-07-2007,14-05-2021
1013,106167,Canara Robeco Mutual Fund - CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),ISIN Div Payout/ ISIN Growth: INF760K01068<br><br>ISIN Div Reinvestment: INF760K01076,14-05-2021 20:00,23-07-2007,14-05-2021
1014,106168,JM Financial Mutual Fund - JM Value Fund (Regular) - IDCW,ISIN Div Payout/ ISIN Growth: INF137A01011<br><br>ISIN Div Reinvestment: INF137A01029,14-05-2021 20:00,23-07-2007,14-05-2021
1015,106169,quant Mutual Fund - quant Infrastructure Fund - IDCW Option - Regular Plan,ISIN Div Payout/ ISIN Growth: INF966L01507<br><br>ISIN Div Reinvestment: INF966L01515,14-05-2021 20:00,21-09-2007,14-05-2021
1016,106170,quant Mutual Fund - quant Infrastructure Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF966L01523,14-05-2021 20:00,21-09-2007,14-05-2021
1017,106171,Invesco Mutual Fund - Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01RN2<br><br>ISIN Div Reinvestment: INF205K01RO0,14-05-2021 20:00,03-08-2007,14-05-2021
1018,106172,Invesco Mutual Fund - Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01RP7<br><br>ISIN Div Reinvestment: INF205K01RQ5,14-05-2021 20:00,03-08-2007,14-05-2021
1019,106177,Invesco Mutual Fund - Invesco India Corporate Bond Fund - Growth,ISIN Div Payout/ ISIN Growth: INF205K01RM4,14-05-2021 20:00,03-08-2007,14-05-2021
1020,106179,Invesco Mutual Fund - Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01QX3<br><br>ISIN Div Reinvestment: INF205K01QY1,14-05-2021 20:00,22-01-2009,14-05-2021
1021,106193,Kotak Mahindra Mutual Fund - KOTAK GOLD ETF,ISIN Div Payout/ ISIN Growth: INF373I01049,14-05-2021 20:00,30-07-2007,14-05-2021
1022,106212,SBI Mutual Fund - SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH,ISIN Div Payout/ ISIN Growth: INF200K01MO2,14-05-2021 20:00,02-08-2007,14-05-2021
1023,106213,SBI Mutual Fund - SBI Magnum Low Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Reinvestment: INF200K01ML8,14-05-2021 20:00,02-08-2007,14-05-2021
1024,106214,SBI Mutual Fund - SBI Magnum Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01MR5<br><br>ISIN Div Reinvestment: INF200K01MS3,14-05-2021 20:00,02-08-2007,14-05-2021
1025,106215,SBI Mutual Fund - SBI Magnum Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01MM6<br><br>ISIN Div Reinvestment: INF200K01MN4,14-05-2021 20:00,02-08-2007,14-05-2021
1026,106216,SBI Mutual Fund - SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01MP9<br><br>ISIN Div Reinvestment: INF200K01MQ7,14-05-2021 20:00,02-08-2007,14-05-2021
1027,106217,SBI Mutual Fund - SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,ISIN Div Payout/ ISIN Growth: INF200K01MG8,14-05-2021 20:00,02-08-2007,14-05-2021
1028,106221,SBI Mutual Fund - SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Reinvestment: INF200K01MD5,14-05-2021 20:00,02-08-2007,14-05-2021
1029,106222,SBI Mutual Fund - SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01MJ2<br><br>ISIN Div Reinvestment: INF200K01MK0,14-05-2021 20:00,02-08-2007,14-05-2021
1030,106227,SBI Mutual Fund - SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH,ISIN Div Payout/ ISIN Growth: INF200K01IG6,14-05-2021 20:00,02-08-2007,14-05-2021
1031,106228,SBI Mutual Fund - SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01IE1<br><br>ISIN Div Reinvestment: INF200K01IF8,14-05-2021 20:00,02-08-2007,14-05-2021
1032,106229,SBI Mutual Fund - SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01IC5<br><br>ISIN Div Reinvestment: INF200K01ID3,14-05-2021 20:00,02-08-2007,14-05-2021
1033,106230,SBI Mutual Fund - SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01IA9<br><br>ISIN Div Reinvestment: INF200K01IB7,14-05-2021 20:00,02-08-2007,14-05-2021
1034,106231,SBI Mutual Fund - SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,ISIN Div Payout/ ISIN Growth: INF200K01HZ8,14-05-2021 20:00,02-08-2007,14-05-2021
1035,106232,SBI Mutual Fund - SBI Short Term Debt Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01HX3<br><br>ISIN Div Reinvestment: INF200K01HY1,14-05-2021 20:00,02-08-2007,14-05-2021
1036,106233,SBI Mutual Fund - SBI Short Term Debt Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01HV7<br><br>ISIN Div Reinvestment: INF200K01HW5,14-05-2021 20:00,02-08-2007,14-05-2021
1037,106234,SBI Mutual Fund - SBI Short Term Debt Fund - Regular Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01HT1<br><br>ISIN Div Reinvestment: INF200K01HU9,14-05-2021 20:00,02-08-2007,14-05-2021
1038,106235,Nippon India Mutual Fund - Nippon India Large Cap  Fund- Growth Plan -Growth Option,ISIN Div Payout/ ISIN Growth: INF204K01562,14-05-2021 20:00,09-08-2007,14-05-2021
1039,106236,Nippon India Mutual Fund - NIPPON INDIA LARGE CAP FUND - IDCW Option,ISIN Div Payout/ ISIN Growth: INF204K01539<br><br>ISIN Div Reinvestment: INF204K01547,14-05-2021 20:00,09-08-2007,14-05-2021
1040,106238,Nippon India Mutual Fund - Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option,ISIN Div Payout/ ISIN Growth: INF204K01513,14-05-2021 20:00,14-08-2007,03-03-2020
