label,id,name,des,last refreshed,from,to
1825,116051,Union Mutual Fund - Union Long Term Equity Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF582M01302,14-05-2021 20:00,30-12-2011,14-05-2021
1831,116153,Franklin Templeton Mutual Fund - Franklin India Credit Risk Fund - Growth,ISIN Div Payout/ ISIN Growth: INF090I01ET7,14-05-2021 20:00,08-12-2011,14-05-2021
1834,116296,L&T Mutual Fund - L&T Short Term Bond Fund - Regular Plan - Bonus,ISIN Div Payout/ ISIN Growth: INF917K01CM6,14-05-2021 20:00,03-01-2012,14-05-2021
1835,116297,L&T Mutual Fund - L&T Short Term Bond Fund - Regular Plan - Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF917K01CH6<br><br>ISIN Div Reinvestment: INF917K01CI4,14-05-2021 20:00,03-01-2012,14-05-2021
1836,116298,L&T Mutual Fund - L&T Short Term Bond Fund - Regular Plan - Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF917K01CJ2<br><br>ISIN Div Reinvestment: INF917K01CK0,14-05-2021 20:00,03-01-2012,14-05-2021
1840,116425,Indiabulls Mutual Fund - Indiabulls Ultra Short Term Fund - Weekly Dividend Option,ISIN Div Payout/ ISIN Growth: INF666M01139<br><br>ISIN Div Reinvestment: INF666M01105,19-04-2021 20:00,09-01-2012,31-03-2021
1841,116426,Indiabulls Mutual Fund - Indiabulls Ultra Short Term Fund - Fortnightly Dividend Option,ISIN Div Payout/ ISIN Growth: INF666M01147<br><br>ISIN Div Reinvestment: INF666M01113,19-04-2021 20:00,09-01-2012,31-03-2021
1846,116483,PGIM India Mutual Fund - PGIM India Dynamic Bond Fund - Dividend Option - Monthly,ISIN Div Payout/ ISIN Growth: INF663L01492<br><br>ISIN Div Reinvestment: INF663L01500,14-05-2021 20:00,16-01-2012,05-03-2021
1847,116484,PGIM India Mutual Fund - PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,ISIN Div Payout/ ISIN Growth: INF663L01526<br><br>ISIN Div Reinvestment: INF663L01534,14-05-2021 20:00,16-01-2012,14-05-2021
1852,116555,Union Mutual Fund - Union Dynamic Bond Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF582M01336,14-05-2021 20:00,21-02-2012,14-05-2021
1857,116632,Franklin Templeton Mutual Fund - Franklin India Feeder - Franklin U S Opportunities Fund - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01EV3<br><br>ISIN Div Reinvestment: INF090I01EU5,14-05-2021 20:00,14-02-2012,12-05-2021
1860,116795,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Gold Fund-REGULAR - IDCW,ISIN Div Payout/ ISIN Growth: INF209K01PG2<br><br>ISIN Div Reinvestment: INF209K01PH0,14-05-2021 20:00,22-03-2012,14-05-2021
1866,116895,Axis Mutual Fund - Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF846K01BQ0<br><br>ISIN Div Reinvestment: INF846K01BS6,14-05-2021 20:00,03-04-2012,14-05-2021
1868,117061,DSP Mutual Fund - DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,ISIN Div Payout/ ISIN Growth: INF740K01JW6<br><br>ISIN Div Reinvestment: INF740K01JV8,14-05-2021 20:00,26-03-2012,14-05-2021
1871,117310,IDBI Mutual Fund - IDBI India Top 100 Equity Fund IDCW,ISIN Div Payout/ ISIN Growth: INF397L01836<br><br>ISIN Div Reinvestment: INF397L01844,14-05-2021 20:00,22-05-2012,14-05-2021
1878,117447,Axis Mutual Fund - Axis Banking & PSU Debt Fund - Regular Plan - Daily IDCW,ISIN Div Reinvestment: INF846K01CC8,14-05-2021 20:00,12-06-2012,14-05-2021
1879,117448,Axis Mutual Fund - Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW,ISIN Div Payout/ ISIN Growth: INF846K01CD6<br><br>ISIN Div Reinvestment: INF846K01CE4,14-05-2021 20:00,12-06-2012,14-05-2021
1881,117547,Baroda Mutual Fund - Baroda Banking and Financial Services Fund - Plan A - IDCW,ISIN Div Payout/ ISIN Growth: INF955L01831,14-05-2021 20:00,25-06-2012,14-05-2021
1886,117619,ICICI Prudential Mutual Fund - ICICI Prudential US Bluechip Equity Fund - IDCW,ISIN Div Payout/ ISIN Growth: INF109K01E43<br><br>ISIN Div Reinvestment: INF109K01E50,14-05-2021 20:00,09-07-2012,12-05-2021
1890,117691,DSP Mutual Fund - DSP US Flexible Equity Fund - Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF740K01LP6,14-05-2021 20:00,06-08-2012,12-05-2021
1896,117717,Kotak Mahindra Mutual Fund - Kotak Credit Risk Fund - Monthly Payout of Income Distribution cum capital withdrawal option,ISIN Div Payout/ ISIN Growth: INF174K01EC1<br><br>ISIN Div Reinvestment: INF174K01EB3,14-05-2021 20:00,09-07-2012,14-05-2021
1897,117718,Kotak Mahindra Mutual Fund - Kotak Credit Risk Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,ISIN Div Payout/ ISIN Growth: INF174K01EE7<br><br>ISIN Div Reinvestment: INF174K01ED9,14-05-2021 20:00,09-07-2012,14-05-2021
1902,117867,IDFC Mutual Fund - IDFC All Seasons Bond Fund - Regular Plan - Weekly IDCW,ISIN Div Reinvestment: INF194K01F63,14-05-2021 20:00,18-02-2014,14-05-2021
1906,117946,BNP Paribas Mutual Fund - BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,ISIN Div Payout/ ISIN Growth: INF251K01DS5<br><br>ISIN Div Reinvestment: INF251K01DT3,14-05-2021 20:00,01-10-2012,14-05-2021
1908,117948,BNP Paribas Mutual Fund - BNP PARIBAS CORPORATE BOND FUND QUARTERLY Income Distribution cum Capital Withdrawal OPTION,ISIN Div Payout/ ISIN Growth: INF251K01ES3<br><br>ISIN Div Reinvestment: INF251K01ET1,14-05-2021 20:00,01-10-2012,14-05-2021
1909,117949,BNP Paribas Mutual Fund - BNP PARIBAS CORPORATE BOND FUND ANNUAL Income Distribution cum Capital Withdrawal OPTION,ISIN Div Payout/ ISIN Growth: INF251K01EU9<br><br>ISIN Div Reinvestment: INF251K01EV7,14-05-2021 20:00,01-10-2012,14-05-2021
1914,117954,BNP Paribas Mutual Fund - BNP PARIBAS SHORT TERM FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION,ISIN Div Reinvestment: INF251K01CZ2,14-05-2021 20:00,01-10-2012,14-05-2021
1915,117955,BNP Paribas Mutual Fund - BNP PARIBAS SHORT TERM FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION,ISIN Div Payout/ ISIN Growth: INF251K01DA3<br><br>ISIN Div Reinvestment: INF251K01DB1,14-05-2021 20:00,01-10-2012,14-05-2021
1918,117958,BNP Paribas Mutual Fund - BNP Paribas Flexi Debt Fund Daily Income Distribution cum Capital Withdrawal Option,ISIN Div Reinvestment: INF251K01DX5,14-05-2021 20:00,01-10-2012,14-05-2021
1919,117959,BNP Paribas Mutual Fund - BNP Paribas Flexi Debt Fund Weekly Income Distribution cum Capital Withdrawal Option,ISIN Div Reinvestment: INF251K01DY3,14-05-2021 20:00,01-10-2012,14-05-2021
1920,117960,BNP Paribas Mutual Fund - BNP Paribas Flexi Debt Fund Monthly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01DZ0<br><br>ISIN Div Reinvestment: INF251K01EA1,14-05-2021 20:00,01-10-2012,14-05-2021
1921,117961,BNP Paribas Mutual Fund - BNP Paribas Flexi Debt Fund Quarterly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01EB9<br><br>ISIN Div Reinvestment: INF251K01EC7,14-05-2021 20:00,01-10-2012,14-05-2021
1930,118022,ICICI Prudential Mutual Fund - ICICI Prudential Gilt Fund Treasury Plan PF Option - Quarterly Dividend,ISIN Div Payout/ ISIN Growth: INF109K01I49<br><br>ISIN Div Reinvestment: INF109K01I23,14-05-2021 20:00,19-11-2012,25-05-2018
1933,118031,IDBI Mutual Fund - IDBI Gilt Fund Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF397L01AE0<br><br>ISIN Div Reinvestment: INF397L01AF7,14-05-2021 20:00,27-12-2012,14-05-2021
1936,118043,L&T Mutual Fund - L&T Flexicap Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF677K01031,14-05-2021 20:00,29-11-2012,14-05-2021
1938,118047,L&T Mutual Fund - L&T  Tax Advantage Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF677K01064,14-05-2021 20:00,29-11-2012,14-05-2021
1940,118049,L&T Mutual Fund - L&T Large and Midcap Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF677K01098,14-05-2021 20:00,29-11-2012,14-05-2021
1942,118053,L&T Mutual Fund - L&T Flexi Bond Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF677K01916,14-05-2021 20:00,29-11-2012,14-05-2021
1944,118056,L&T Mutual Fund - L&T Overnight Fund - Regular Plan - Daily IDCW,ISIN Div Reinvestment: INF917K01EJ8,14-05-2021 20:00,25-11-2012,14-05-2021
1945,118058,L&T Mutual Fund - L&T Overnight Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF917K01EI0,14-05-2021 20:00,25-11-2012,14-05-2021
1946,118065,L&T Mutual Fund - L&T Overnight Fund - Regular Plan - Weekly IDCW,ISIN Div Reinvestment: INF917K01EK6,14-05-2021 20:00,25-11-2012,14-05-2021
1948,118069,L&T Mutual Fund - L&T India Large Cap Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF677K01155,14-05-2021 20:00,29-11-2012,14-05-2021
1950,118076,L&T Mutual Fund - L&T Banking and PSU Debt Fund - Regular Plan - Daily IDCW,ISIN Div Reinvestment: INF677K01AF4,14-05-2021 20:00,29-11-2012,14-05-2021
1951,118077,L&T Mutual Fund - L&T Banking and PSU Debt Fund - Regular Plan - Weekly IDCW,ISIN Div Payout/ ISIN Growth: INF917K01HM5<br><br>ISIN Div Reinvestment: INF677K01AH0,14-05-2021 20:00,29-11-2012,14-05-2021
1952,118078,L&T Mutual Fund - L&T Banking and PSU Debt Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF677K01AE7,14-05-2021 20:00,29-11-2012,14-05-2021
1954,118102,L&T Mutual Fund - L&T India Value Fund-Regular Plan-Growth,ISIN Div Payout/ ISIN Growth: INF677K01023,14-05-2021 20:00,29-11-2012,14-05-2021
1956,118133,L&T Mutual Fund - L&T Low Duration Fund-Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF677K01452,14-05-2021 20:00,29-11-2012,14-05-2021
1958,118191,L&T Mutual Fund - L&T Hybrid Equity Fund- Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF917K01LB0,14-05-2021 20:00,29-11-2012,14-05-2021
1960,118193,L&T Mutual Fund - L&T Balanced Advantage Fund-Regular Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF917K01KW8<br><br>ISIN Div Reinvestment: INF917K01KX6,14-05-2021 20:00,29-11-2012,14-05-2021
1964,118233,Invesco Mutual Fund - Invesco India Banking & PSU Debt Fund - Monthly IDCW (Payout / Reinvestment),ISIN Div Payout/ ISIN Growth: INF205K01JW0<br><br>ISIN Div Reinvestment: INF205K01JY6,14-05-2021 20:00,31-12-2012,14-05-2021
1986,118292,Canara Robeco Mutual Fund - CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),ISIN Div Payout/ ISIN Growth: INF760K01EP9<br><br>ISIN Div Reinvestment: INF760K01EQ7,14-05-2021 20:00,02-01-2013,14-05-2021
1988,118294,Canara Robeco Mutual Fund - CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),ISIN Div Payout/ ISIN Growth: INF760K01ER5<br><br>ISIN Div Reinvestment: INF760K01ES3,14-05-2021 20:00,02-01-2013,14-05-2021
1998,118310,Canara Robeco Mutual Fund - CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),ISIN Div Payout/ ISIN Growth: INF760K01GC2<br><br>ISIN Div Reinvestment: INF760K01GD0,14-05-2021 20:00,02-01-2013,14-05-2021
2000,118315,Canara Robeco Mutual Fund - CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),ISIN Div Reinvestment: INF760K01GL3,14-05-2021 20:00,02-01-2013,14-05-2021
2003,118318,Canara Robeco Mutual Fund - CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),ISIN Div Payout/ ISIN Growth: INF760K01GP4<br><br>ISIN Div Reinvestment: INF760K01GO7,14-05-2021 20:00,02-01-2013,14-05-2021
2006,118321,Canara Robeco Mutual Fund - CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),ISIN Div Payout/ ISIN Growth: INF760K01DV9<br><br>ISIN Div Reinvestment: INF760K01DW7,14-05-2021 20:00,02-01-2013,14-05-2021
2023,118365,IDFC Mutual Fund - IDFC Cash Fund -Direct Plan -Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01J36<br><br>ISIN Div Reinvestment: INF194K01J28,14-05-2021 20:00,15-01-2013,14-05-2021
2024,118366,IDFC Mutual Fund - IDFC Cash Fund -Direct Plan-Daily IDCW ,ISIN Div Reinvestment: INF194K01I78,14-05-2021 20:00,01-01-2013,14-05-2021
2026,118368,IDFC Mutual Fund - IDFC Low Duration Fund-Direct Plan-Daily IDCW,ISIN Div Reinvestment: INF194K01J85,14-05-2021 20:00,02-01-2013,14-05-2021
2027,118369,IDFC Mutual Fund - IDFC Low Duration Fund-Direct Plan-Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01K58<br><br>ISIN Div Reinvestment: INF194K01K66,14-05-2021 20:00,07-01-2013,14-05-2021
2030,118372,IDFC Mutual Fund - IDFC Low Duration Fund-Direct Plan-Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01K17<br><br>ISIN Div Reinvestment: INF194K01K09,14-05-2021 20:00,03-01-2013,14-05-2021
2034,118385,IDFC Mutual Fund - IDFC Money Manager Fund -Direct Plan-Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01N22<br><br>ISIN Div Reinvestment: INF194K01N14,14-05-2021 20:00,03-01-2013,14-05-2021
2036,118387,IDFC Mutual Fund - IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF194K01P38,14-05-2021 20:00,02-01-2013,14-05-2021
2037,118388,IDFC Mutual Fund - IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01P87<br><br>ISIN Div Reinvestment: INF194K01P79,14-05-2021 20:00,19-11-2014,14-05-2021
2038,118389,IDFC Mutual Fund - IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Weekly IDCW,ISIN Div Reinvestment: INF194K01Q03,14-05-2021 20:00,10-01-2013,14-05-2021
2040,118393,IDFC Mutual Fund - IDFC Bond Fund - Income Plan-Direct Plan-Annual IDCW,ISIN Div Payout/ ISIN Growth: INF194K01R77<br><br>ISIN Div Reinvestment: INF194K01R69,14-05-2021 20:00,22-02-2013,14-05-2021
2042,118395,IDFC Mutual Fund - IDFC Bond Fund - Income Plan-Direct Plan-Half Yearly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01S01<br><br>ISIN Div Reinvestment: INF194K01R93,14-05-2021 20:00,18-01-2013,14-05-2021
2044,118399,IDFC Mutual Fund - IDFC Bond Fund - Medium Term Plan-Direct Plan-Bi Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01T59<br><br>ISIN Div Reinvestment: INF194K01T42,14-05-2021 20:00,29-01-2013,14-05-2021
2045,118400,IDFC Mutual Fund - IDFC Bond Fund - Medium Term Plan-Direct Plan-Daily IDCW,ISIN Div Reinvestment: INF194K01S68,14-05-2021 20:00,14-05-2013,14-05-2021
2046,118401,IDFC Mutual Fund - IDFC Bond Fund - Medium Term Plan-Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF194K01S50,14-05-2021 20:00,02-01-2013,14-05-2021
2047,118402,IDFC Mutual Fund - IDFC Bond Fund - Medium Term Plan-Direct Plan-Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01T26<br><br>ISIN Div Reinvestment: INF194K01T18,14-05-2021 20:00,03-01-2013,14-05-2021
2048,118403,IDFC Mutual Fund - IDFC Bond Fund - Medium Term Plan-Direct Plan-Quartely IDCW,ISIN Div Payout/ ISIN Growth: INF194K01S92<br><br>ISIN Div Reinvestment: INF194K01S84,14-05-2021 20:00,07-01-2013,14-05-2021
2049,118404,IDFC Mutual Fund - IDFC Bond Fund - Medium Term Plan-Direct Plan-Fortnightly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01T83<br><br>ISIN Div Reinvestment: INF194K01T75,14-05-2021 20:00,11-01-2013,14-05-2021
2050,118405,IDFC Mutual Fund - IDFC Bond Fund - Short Term-Direct Plan-Fortnightly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01U56<br><br>ISIN Div Reinvestment: INF194K01U49,14-05-2021 20:00,08-01-2013,14-05-2021
2051,118406,IDFC Mutual Fund - IDFC Bond Fund - Short Term-Direct Plan-Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01U23<br><br>ISIN Div Reinvestment: INF194K01U15,14-05-2021 20:00,04-01-2013,14-05-2021
2053,118408,IDFC Mutual Fund - IDFC All Seasons Bond Fund-Direct Plan-Annual IDCW,ISIN Div Payout/ ISIN Growth: INF194K01U98<br><br>ISIN Div Reinvestment: INF194K01U80,14-05-2021 20:00,24-05-2019,14-05-2021
2054,118409,IDFC Mutual Fund - IDFC All Seasons Bond Fund-Direct Plan-Daily IDCW,ISIN Div Reinvestment: INF194K01V63,14-05-2021 20:00,23-05-2014,14-05-2021
2058,118413,IDFC Mutual Fund - IDFC All Seasons Bond Fund-Direct Plan-Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01V30<br><br>ISIN Div Reinvestment: INF194K01V22,14-05-2021 20:00,05-02-2014,14-05-2021
2061,118416,IDFC Mutual Fund - IDFC Dynamic Bond Fund-Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF194K01N63,14-05-2021 20:00,02-01-2013,14-05-2021
2062,118417,IDFC Mutual Fund - IDFC Dynamic Bond Fund-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K01O47<br><br>ISIN Div Reinvestment: INF194K01O39,14-05-2021 20:00,02-01-2013,14-05-2021
2064,118419,IDFC Mutual Fund - IDFC Core Equity Fund-Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF194K01V89,14-05-2021 20:00,02-01-2013,14-05-2021
2066,118421,IDFC Mutual Fund - IDFC Focused Equity Fund-Direct Plan-Growth ,ISIN Div Payout/ ISIN Growth: INF194K01W21,14-05-2021 20:00,02-01-2013,14-05-2021
2068,118423,IDFC Mutual Fund - IDFC Flexi Cap Fund-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K01W70<br><br>ISIN Div Reinvestment: INF194K01W88,14-05-2021 20:00,02-01-2013,14-05-2021
2071,118428,IDBI Mutual Fund - IDBI Dynamic Bond Fund Annual IDCW Direct,ISIN Div Payout/ ISIN Growth: INF397L01BR0,14-05-2021 20:00,02-01-2013,14-05-2021
2073,118446,IDBI Mutual Fund - IDBI Gilt Fund Quarterly IDCW Direct,ISIN Div Payout/ ISIN Growth: INF397L01CD8<br><br>ISIN Div Reinvestment: INF397L01CE6,14-05-2021 20:00,02-01-2013,14-05-2021
2076,118449,IDBI Mutual Fund - IDBI Liquid Fund- Monthly IDCW Direct,ISIN Div Payout/ ISIN Growth: INF397L01AK7<br><br>ISIN Div Reinvestment: INF397L01AJ9,14-05-2021 20:00,02-01-2013,15-05-2021
2077,118450,IDBI Mutual Fund - IDBI Liquid Fund-Daily IDCW Direct,ISIN Div Reinvestment: INF397L01AI1,14-05-2021 20:00,01-01-2013,15-05-2021
2079,118452,IDBI Mutual Fund - IDBI Equity Savings Fund Growth Option Direct,ISIN Div Payout/ ISIN Growth: INF397L01AZ5,14-05-2021 20:00,02-01-2013,14-05-2021
2080,118453,IDBI Mutual Fund - IDBI Equity Savings Fund IDCW Option Direct,ISIN Div Payout/ ISIN Growth: INF397L01BA6<br><br>ISIN Div Reinvestment: INF397L01BB4,14-05-2021 20:00,02-01-2013,14-05-2021
2082,118455,IDBI Mutual Fund - IDBI Nifty Index Fund IDCW Direct,ISIN Div Payout/ ISIN Growth: INF397L01AN1<br><br>ISIN Div Reinvestment: INF397L01AO9,14-05-2021 20:00,02-01-2013,14-05-2021
2084,118457,IDBI Mutual Fund - IDBI Short Term Bond Fund Monthly IDCW Direct,ISIN Div Payout/ ISIN Growth: INF397L01BH1<br><br>ISIN Div Reinvestment: INF397L01BI9,14-05-2021 20:00,02-01-2013,14-05-2021
2090,118463,IDFC Mutual Fund - IDFC Government Securities Fund-  Investment Plan-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K01R36<br><br>ISIN Div Reinvestment: INF194K01R28,14-05-2021 20:00,03-01-2013,14-05-2021
2092,118465,IDFC Mutual Fund - IDFC Government Securities Fund-  Investment Plan-Direct Plan-Half Yearly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01Q45<br><br>ISIN Div Reinvestment: INF194K01Q37,14-05-2021 20:00,03-04-2013,14-05-2021
2093,118466,IDFC Mutual Fund - IDFC Government Securities Fund-  Investment Plan-Direct Plan-Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF194K01R02<br><br>ISIN Div Reinvestment: INF194K01Q94,14-05-2021 20:00,02-01-2013,14-05-2021
2095,118468,IDFC Mutual Fund - IDFC Infrastructure Fund-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K01X53<br><br>ISIN Div Reinvestment: INF194K01X61,14-05-2021 20:00,08-01-2013,14-05-2021
2097,118472,IDFC Mutual Fund - IDFC Tax Advantage  (ELSS) Fund-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K01Y37<br><br>ISIN Div Reinvestment: INF194K01Y45,14-05-2021 20:00,02-01-2013,14-05-2021
2103,118478,IDFC Mutual Fund - IDFC Large Cap Fund-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K01Z51<br><br>ISIN Div Reinvestment: INF194K01Z69,14-05-2021 20:00,09-01-2013,14-05-2021
2105,118480,IDFC Mutual Fund - IDFC Sterling Value Fund-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K01Z93<br><br>ISIN Div Reinvestment: INF194K010A2,14-05-2021 20:00,02-01-2013,14-05-2021
2107,118482,IDFC Mutual Fund - IDFC Nifty Fund-Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF194K012A8,14-05-2021 20:00,02-01-2013,14-05-2021
2109,118484,IDFC Mutual Fund - IDFC Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K013B4<br><br>ISIN Div Reinvestment: INF194K014B2,14-05-2021 20:00,02-01-2013,14-05-2021
2110,118485,IDFC Mutual Fund - IDFC Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-Growth ,ISIN Div Payout/ ISIN Growth: INF194K012B6,14-05-2021 20:00,02-01-2013,14-05-2021
2111,118486,IDFC Mutual Fund - IDFC Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-Growth,ISIN Div Payout/ ISIN Growth: INF194K016A9,14-05-2021 20:00,03-04-2013,14-05-2021
2112,118487,IDFC Mutual Fund - IDFC Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K017A7<br><br>ISIN Div Reinvestment: INF194K018A5,14-05-2021 20:00,22-03-2013,14-05-2021
2113,118488,IDFC Mutual Fund - IDFC Asset Allocation Fund Of Fund-Moderate Plan-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K010B0<br><br>ISIN Div Reinvestment: INF194K011B8,14-05-2021 20:00,24-05-2017,14-05-2021
2115,118490,IDFC Mutual Fund - IDFC Regular Savings Fund-Direct Plan-IDCW,ISIN Div Payout/ ISIN Growth: INF194K017B5<br><br>ISIN Div Reinvestment: INF194K016B7,14-05-2021 20:00,07-01-2013,14-05-2021
2118,118493,Franklin Templeton Mutual Fund - Templeton India Value Fund - Direct - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01GW6<br><br>ISIN Div Reinvestment: INF090I01GX4,14-05-2021 20:00,01-01-2013,14-05-2021
2120,118495,Franklin Templeton Mutual Fund - Franklin India Dynamic Accrual Fund - Direct - Growth,ISIN Div Payout/ ISIN Growth: INF090I01HB8,14-05-2021 20:00,01-01-2013,14-05-2021
2122,118497,Franklin Templeton Mutual Fund - Franklin India Government Securities Fund - Direct - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01HQ6<br><br>ISIN Div Reinvestment: INF090I01HR4,14-05-2021 20:00,01-01-2013,14-05-2021
2126,118507,Franklin Templeton Mutual Fund - Franklin India Floating Rate Fund - Direct - IDCW ,ISIN Div Reinvestment: INF090I01LL9,14-05-2021 20:00,31-12-2012,14-05-2021
2128,118509,Franklin Templeton Mutual Fund - Franklin India Equity Advantage Fund - Direct - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01IL5<br><br>ISIN Div Reinvestment: INF090I01IM3,14-05-2021 20:00,01-01-2013,14-05-2021
2140,118524,Franklin Templeton Mutual Fund - Franklin India Smaller Companies Fund - Direct - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01IO9<br><br>ISIN Div Reinvestment: INF090I01IP6,14-05-2021 20:00,01-01-2013,14-05-2021
2144,118528,Franklin Templeton Mutual Fund - Franklin India Low Duration Fund - Direct - Monthly - IDCW,ISIN Div Payout/ ISIN Growth: INF090I01HC6<br><br>ISIN Div Reinvestment: INF090I01HD4,14-05-2021 20:00,01-01-2013,14-05-2021
2145,118529,Franklin Templeton Mutual Fund - Franklin India Low Duration Fund - Direct - Quarterly - IDCW,ISIN Div Payout/ ISIN Growth: INF090I01HE2<br><br>ISIN Div Reinvestment: INF090I01HF9,14-05-2021 20:00,01-01-2013,14-05-2021
2150,118534,Franklin Templeton Mutual Fund - Franklin India Flexi Cap Fund - Direct - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01FL1<br><br>ISIN Div Reinvestment: INF090I01FM9,14-05-2021 20:00,01-01-2013,14-05-2021
2152,118536,Franklin Templeton Mutual Fund - Franklin India Technology Fund - Direct - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01FF3<br><br>ISIN Div Reinvestment: INF090I01FG1,14-05-2021 20:00,01-01-2013,12-05-2021
2156,118540,Franklin Templeton Mutual Fund - Franklin India TAXSHIELD - Direct - Growth,ISIN Div Payout/ ISIN Growth: INF090I01JS8,14-05-2021 20:00,01-01-2013,14-05-2021
2160,118546,Franklin Templeton Mutual Fund - Franklin India Equity Hybrid Fund - Direct - Growth,ISIN Div Payout/ ISIN Growth: INF090I01FZ1,14-05-2021 20:00,01-01-2013,14-05-2021
2166,118552,Franklin Templeton Mutual Fund - Franklin India Credit Risk Fund - Direct - IDCW ,ISIN Div Payout/ ISIN Growth: INF090I01JJ7<br><br>ISIN Div Reinvestment: INF090I01JK5,14-05-2021 20:00,01-01-2013,14-05-2021
