label,id,name,des,last refreshed,from,to
3532,120834,quant Mutual Fund - quant Focused Fund - Growth Option-Direct Plan,ISIN Div Payout/ ISIN Growth: INF966L01853,14-05-2021 20:00,07-01-2013,14-05-2021
3536,120838,quant Mutual Fund - quant Liquid Fund - Monthly IDCW Option - Direct Plan,ISIN Div Payout/ ISIN Growth: INF966L01796<br><br>ISIN Div Reinvestment: INF966L01812,14-05-2021 20:00,04-01-2013,14-05-2021
3538,120840,quant Mutual Fund - quant Mid Cap Fund - IDCW Option - Direct Plan,ISIN Div Payout/ ISIN Growth: INF966L01861<br><br>ISIN Div Reinvestment: INF966L01879,14-05-2021 20:00,07-01-2013,14-05-2021
3540,120842,quant Mutual Fund - quant Consumption Fund - IDCW Option - Direct Plan,ISIN Div Payout/ ISIN Growth: INF966L01895<br><br>ISIN Div Reinvestment: INF966L01903,14-05-2021 20:00,07-01-2013,14-05-2021
3542,120844,quant Mutual Fund - Quant Money Market Fund-Dividend Option-Direct Plan,ISIN Div Payout/ ISIN Growth: INF966L01929<br><br>ISIN Div Reinvestment: INF966L01937,23-02-2021 11:00,07-01-2013,12-02-2021
3544,120846,quant Mutual Fund - quant Tax Plan - IDCW Option - Direct Plan,ISIN Div Payout/ ISIN Growth: INF966L01960<br><br>ISIN Div Reinvestment: INF966L01127,14-05-2021 20:00,07-01-2013,14-05-2021
3548,120955,Nippon India Mutual Fund - Reliance Yearly Interval Fund - Series 2 - Direct Plan - Growth Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF204K01R75,14-05-2021 20:00,08-02-2013,05-03-2018
3552,121126,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Dividend,ISIN Div Payout/ ISIN Growth: INF109K014G5,14-05-2021 20:00,25-02-2013,25-02-2014
3553,121127,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Cumulative,ISIN Div Payout/ ISIN Growth: INF109K013G7,14-05-2021 20:00,25-02-2013,15-03-2017
3557,121154,Indiabulls Mutual Fund - Indiabulls Income Fund - Direct Plan - Monthly Dividend Option,ISIN Div Payout/ ISIN Growth: INF666M01683<br><br>ISIN Div Reinvestment: INF666M01659,19-04-2021 20:00,07-03-2013,31-03-2021
3558,121155,Indiabulls Mutual Fund - Indiabulls Income Fund - Direct Plan - Quarterly Dividend Option,ISIN Div Payout/ ISIN Growth: INF666M01691<br><br>ISIN Div Reinvestment: INF666M01667,19-04-2021 20:00,07-03-2013,31-03-2021
3559,121156,Indiabulls Mutual Fund - Indiabulls Income Fund - Direct Plan - Half Yearly Dividend Option,ISIN Div Payout/ ISIN Growth: INF666M01709<br><br>ISIN Div Reinvestment: INF666M01675,19-04-2021 20:00,07-03-2013,31-03-2021
3562,121159,Indiabulls Mutual Fund - Indiabulls Income Fund - Regular Plan - Monthly Dividend Option,ISIN Div Payout/ ISIN Growth: INF666M01758<br><br>ISIN Div Reinvestment: INF666M01725,19-04-2021 20:00,07-03-2013,31-03-2021
3564,121279,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Direct Growth,ISIN Div Payout/ ISIN Growth: INF194K015G8,14-05-2021 20:00,08-03-2013,14-05-2021
3566,121281,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Direct IDCW,ISIN Div Payout/ ISIN Growth: INF194K016G6<br><br>ISIN Div Reinvestment: INF194K017G4,14-05-2021 20:00,08-03-2013,14-05-2021
3568,121362,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - C - Direct Plan - Cumulative,ISIN Div Payout/ ISIN Growth: INF109K016Q9,14-05-2021 20:00,11-03-2013,09-04-2018
3571,121440,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Direct Plan - Cumulative,ISIN Div Payout/ ISIN Growth: INF109K010R0,14-05-2021 20:00,18-03-2013,10-04-2018
3572,121441,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - D - Cumulative,ISIN Div Payout/ ISIN Growth: INF109K018Q5,14-05-2021 20:00,18-03-2013,10-04-2018
3574,121699,Nippon India Mutual Fund - Reliance Yearly Interval Fund - Series 5 - Growth Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF204K01T24,14-05-2021 20:00,26-03-2013,07-04-2017
3576,121891,UTI Mutual Fund - UTI Ultra Short Term Fund - Regular Plan - Flexi IDCW,ISIN Div Payout/ ISIN Growth: INF789FB1KS6<br><br>ISIN Div Reinvestment: INF789FB1KT4,14-05-2021 20:00,12-03-2013,14-05-2021
3578,121931,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Regular Fortnightly IDCW,ISIN Div Reinvestment: INF194K016M4,14-05-2021 20:00,15-03-2013,14-05-2021
3579,121932,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Regular Monthly IDCW,ISIN Div Reinvestment: INF194K017M2,14-05-2021 20:00,18-03-2013,14-05-2021
3581,121934,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Direct Fortnightly IDCW,ISIN Div Reinvestment: INF194K010N5,14-05-2021 20:00,18-03-2013,14-05-2021
3582,121935,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Direct Monthly IDCW,ISIN Div Reinvestment: INF194K011N3,14-05-2021 20:00,16-04-2013,14-05-2021
3584,121937,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Regular Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF194K014M9,14-05-2021 20:00,15-03-2013,14-05-2021
3586,121940,SBI Mutual Fund - SBI Magnum Income Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01YS8<br><br>ISIN Div Reinvestment: INF200K01YT6,14-05-2021 20:00,19-03-2013,14-05-2021
3594,122316,JM Financial Mutual Fund - JM Ultra Short Duration Fund (Direct) - Bonus Option - Principal Units,ISIN Div Payout/ ISIN Growth: INF192K01FD8,14-05-2021 20:00,08-04-2013,25-09-2020
3601,122443,Franklin Templeton Mutual Fund - Franklin India Savings Fund Retail Option - Daily - IDCW,ISIN Div Reinvestment: INF090I01KM9,14-05-2021 20:00,30-04-2013,14-05-2021
3603,122531,ICICI Prudential Mutual Fund - ICICI Prudential Savings Fund - Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF109K014Z5<br><br>ISIN Div Reinvestment: INF109K013Z7,14-05-2021 20:00,07-05-2013,14-05-2021
3604,122606,ICICI Prudential Mutual Fund - ICICI Prudential Floating Interest Fund - Monthly IDCW,ISIN Div Payout/ ISIN Growth: INF109KA1038<br><br>ISIN Div Reinvestment: INF109KA1020,14-05-2021 20:00,17-05-2013,14-05-2021
3609,122639,PPFAS Mutual Fund - Parag Parikh Flexi Cap Fund - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF879O01027,14-05-2021 20:00,28-05-2013,14-05-2021
3611,122643,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Floating Rate Fund-Regular - DAILY IDCW,ISIN Div Reinvestment: INF209KA1LN1,14-05-2021 20:00,29-05-2013,14-05-2021
3613,122645,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Floating Rate Fund-Direct - daily IDCW,ISIN Div Payout/ ISIN Growth: INF209K01UW9,14-05-2021 20:00,29-05-2013,14-05-2021
3615,122647,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Floating Rate Fund-REGULAR - WEEKLY IDCW,ISIN Div Reinvestment: INF209K01MH7,14-05-2021 20:00,29-05-2013,14-05-2021
3616,122648,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Floating Rate Fund-Direct - weekly IDCW,ISIN Div Payout/ ISIN Growth: INF209K01UY5,14-05-2021 20:00,29-05-2013,14-05-2021
3620,122652,Nippon India Mutual Fund - Reliance Yearly Interval Fund - Series 8 - Growth Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF204K01V04,14-05-2021 20:00,18-06-2013,28-06-2017
3622,122654,Nippon India Mutual Fund - Reliance Yearly Interval Fund - Series 8 - Direct Plan - Dividend Plan - Dividend Option,ISIN Div Payout/ ISIN Growth: INF204K01V46<br><br>ISIN Div Reinvestment: INF204K01V53,14-05-2021 20:00,18-06-2013,17-06-2014
3624,122673,ICICI Prudential Mutual Fund - ICICI Prudential Long Term Bond Fund - Bonus,ISIN Div Payout/ ISIN Growth: INF109KA1335,14-05-2021 20:00,03-06-2013,24-04-2020
3630,122719,IIFL Mutual Fund - IIFL Dynamic Bond Fund Regular Plan Monthly Dividend,ISIN Div Payout/ ISIN Growth: INF579M01209<br><br>ISIN Div Reinvestment: INF579M01233,14-05-2021 20:00,25-06-2013,14-05-2021
3637,122765,Nippon India Mutual Fund - NIPPON INDIA EQUITY HYBRID FUND - QUARTERLY IDCW Option,ISIN Div Payout/ ISIN Growth: INF204K013R8<br><br>ISIN Div Reinvestment: INF204K014R6,14-05-2021 20:00,21-06-2013,14-05-2021
3639,122785,Invesco Mutual Fund - Invesco India Arbitrage Fund - Bonus Option,ISIN Div Payout/ ISIN Growth: INF205K01VF0,14-05-2021 20:00,20-06-2013,14-05-2021
3645,122982,ICICI Prudential Mutual Fund - ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF109K010Z3<br><br>ISIN Div Reinvestment: INF109K019Y7,14-05-2021 20:00,11-07-2013,14-05-2021
3650,123287,DSP Mutual Fund - DSP Savings Fund - Regular Plan - IDCW - Daily,ISIN Div Reinvestment: INF740KA1PC1,14-05-2021 20:00,02-08-2013,14-05-2021
3654,123635,IDBI Mutual Fund - IDBI Equity Advantage Fund - IDCW Direct,ISIN Div Payout/ ISIN Growth: INF397L01ED4<br><br>ISIN Div Reinvestment: INF397L01EE2,14-05-2021 20:00,17-09-2013,14-05-2021
3656,123637,IDBI Mutual Fund - IDBI Equity Advantage Fund - Growth Direct,ISIN Div Payout/ ISIN Growth: INF397L01EC6,14-05-2021 20:00,17-09-2013,14-05-2021
3659,123651,ICICI Prudential Mutual Fund - ICICI Prudential Global Stable Equity Fund (FOF) - Growth,ISIN Div Payout/ ISIN Growth: INF109KA1CB6,14-05-2021 20:00,17-09-2013,12-05-2021
3660,123652,ICICI Prudential Mutual Fund - ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW,ISIN Div Payout/ ISIN Growth: INF109KA1CG5<br><br>ISIN Div Reinvestment: INF109KA1CF7,14-05-2021 20:00,17-09-2013,12-05-2021
3661,123653,ICICI Prudential Mutual Fund - ICICI Prudential Global Stable Equity Fund (FOF) - IDCW,ISIN Div Payout/ ISIN Growth: INF109KA1CD2<br><br>ISIN Div Reinvestment: INF109KA1CC4,14-05-2021 20:00,17-09-2013,12-05-2021
3663,123688,Kotak Mahindra Mutual Fund - Kotak Banking and PSU Debt - Annual Dividend,ISIN Div Payout/ ISIN Growth: INF174K01FS4<br><br>ISIN Div Reinvestment: INF174K01FR6,14-05-2021 20:00,14-08-2013,15-09-2017
3666,123691,Kotak Mahindra Mutual Fund - Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,ISIN Div Payout/ ISIN Growth: INF174K01FQ8<br><br>ISIN Div Reinvestment: INF174K01FP0,14-05-2021 20:00,14-08-2013,14-05-2021
3670,123705,Indiabulls Mutual Fund - Indiabulls Short Term Fund- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),ISIN Div Payout/ ISIN Growth: INF666M01AG1<br><br>ISIN Div Reinvestment: INF666M01AD8,14-05-2021 20:00,16-09-2013,14-05-2021
3671,123706,Indiabulls Mutual Fund - Indiabulls Short Term Fund- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),ISIN Div Payout/ ISIN Growth: INF666M01AH9<br><br>ISIN Div Reinvestment: INF666M01AE6,14-05-2021 20:00,15-02-2016,14-05-2021
3674,123709,Indiabulls Mutual Fund - Indiabulls Short Term Fund- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),ISIN Div Payout/ ISIN Growth: INF666M01AN7<br><br>ISIN Div Reinvestment: INF666M01AK3,14-05-2021 20:00,16-09-2013,14-05-2021
3675,123710,Indiabulls Mutual Fund - Indiabulls Short Term Fund- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),ISIN Div Payout/ ISIN Growth: INF666M01AO5<br><br>ISIN Div Reinvestment: INF666M01AL1,14-05-2021 20:00,26-05-2016,14-05-2021
3677,123858,Kotak Mahindra Mutual Fund - Kotak Banking and PSU Debt - Daily Dividend Reinvestment,ISIN Div Reinvestment: INF174K01SD9,14-05-2021 20:00,21-08-2013,15-09-2017
3680,124173,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,ISIN Div Reinvestment: INF740KA1OI1,14-05-2021 20:00,16-09-2013,14-05-2021
3682,124175,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01ZW2,14-05-2021 20:00,16-09-2013,14-05-2021
3683,124176,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,ISIN Div Payout/ ISIN Growth: INF740K01ZX0<br><br>ISIN Div Reinvestment: INF740K01ZY8,14-05-2021 20:00,16-09-2013,14-05-2021
3684,124177,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly ,ISIN Div Payout/ ISIN Growth: INF740K01ZZ5<br><br>ISIN Div Reinvestment: INF740K01A00,14-05-2021 20:00,16-09-2013,14-05-2021
3685,124178,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Direct Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF740K01A18<br><br>ISIN Div Reinvestment: INF740K01A26,14-05-2021 20:00,16-09-2013,14-05-2021
3686,124179,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,ISIN Div Payout/ ISIN Growth: INF740KA1OJ9<br><br>ISIN Div Reinvestment: INF740KA1OK7,14-05-2021 20:00,16-09-2013,14-05-2021
3687,124180,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,ISIN Div Payout/ ISIN Growth: INF740K01ZQ4<br><br>ISIN Div Reinvestment: INF740K01ZR2,14-05-2021 20:00,16-09-2013,14-05-2021
3689,124182,DSP Mutual Fund - DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,ISIN Div Reinvestment: INF740KA1OF7,14-05-2021 20:00,16-09-2013,14-05-2021
3692,124233,Motilal Oswal Mutual Fund - Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth,ISIN Div Payout/ ISIN Growth: INF247L01213,14-05-2021 20:00,10-09-2013,14-05-2021
3694,124265,UTI Mutual Fund - UTI Overnight Fund - Regular Plan - Daily IDCW,ISIN Div Reinvestment: INF789FB1T13,14-05-2021 20:00,03-04-2014,14-05-2021
3696,124303,Motilal Oswal Mutual Fund - Motilal Oswal Ultra Short Term Fund Regular - IDCW Daily Reinvestment,ISIN Div Reinvestment: INF247L01270,14-05-2021 20:00,10-09-2013,14-05-2021
3698,124306,Motilal Oswal Mutual Fund - Motilal Oswal Ultra Short Term Fund Direct - IDCW Weekly Reinvestment,ISIN Div Reinvestment: INF247L01353,14-05-2021 20:00,18-02-2015,14-05-2021
3701,124311,Motilal Oswal Mutual Fund - Motilal Oswal Ultra Short Term Fund Direct - IDCW Fortnightly Reinvestment,ISIN Div Reinvestment: INF247L01361,14-05-2021 20:00,14-10-2013,14-05-2021
3703,124313,Motilal Oswal Mutual Fund - Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment,ISIN Div Reinvestment: INF247L01296,14-05-2021 20:00,21-10-2013,14-05-2021
3706,124589,Nippon India Mutual Fund - NIPPON INDIA FLOATING RATE FUND - IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KA1DS2<br><br>ISIN Div Reinvestment: INF204KA1DT0,14-05-2021 20:00,26-09-2013,14-05-2021
3708,124678,Nippon India Mutual Fund - Reliance Interval Fund - II - Series 1 -Growth Plan,ISIN Div Payout/ ISIN Growth: INF204KA1AL3,14-05-2021 20:00,08-10-2013,17-10-2016
3711,124748,Nippon India Mutual Fund - Reliance Interval Fund - II - Series 2 - Growth Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF204KA1AR0,14-05-2021 20:00,25-10-2013,27-10-2016
3713,124750,Nippon India Mutual Fund - Reliance Interval Fund - II - Series 2 - Dividend Plan - Dividend Option,ISIN Div Payout/ ISIN Growth: INF204KA1AP4<br><br>ISIN Div Reinvestment: INF204KA1AQ2,14-05-2021 20:00,25-10-2013,27-10-2016
3715,124752,Nippon India Mutual Fund - Reliance Interval Fund - II - Series 3 - Growth Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF204KA1AX8,14-05-2021 20:00,22-10-2013,01-11-2016
3717,124754,Nippon India Mutual Fund - Reliance Interval Fund - II - Series 3 - Dividend Plan - Dividend Option,ISIN Div Payout/ ISIN Growth: INF204KA1AV2<br><br>ISIN Div Reinvestment: INF204KA1AW0,14-05-2021 20:00,22-10-2013,01-11-2016
3719,124832,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,ISIN Div Payout/ ISIN Growth: INF209KA1KT0,14-05-2021 20:00,01-10-2013,14-05-2021
3721,124874,Nippon India Mutual Fund - Reliance Interval Fund - II - Series 4-Growth Plan-Growth Option,ISIN Div Payout/ ISIN Growth: INF204KA1BD8,14-05-2021 20:00,29-10-2013,10-11-2017
3724,124962,UTI Mutual Fund - UTI Short Term Income Fund - Direct Plan - Flexi IDCW,ISIN Div Payout/ ISIN Growth: INF789FB1T70<br><br>ISIN Div Reinvestment: INF789FB1T62,14-05-2021 20:00,07-10-2013,14-05-2021
3736,125253,Kotak Mahindra Mutual Fund - Kotak Bond Short Term Plan-(Half Yearly Payout of Income Distribution cum capital withdrawal option),ISIN Div Payout/ ISIN Growth: INF174K01YP1<br><br>ISIN Div Reinvestment: INF174K01YQ9,14-05-2021 20:00,22-08-2014,14-05-2021
3739,125264,Nippon India Mutual Fund - NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KA1EK7<br><br>ISIN Div Reinvestment: INF204KA1EL5,14-05-2021 20:00,13-11-2013,14-05-2021
3741,125266,Nippon India Mutual Fund - NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KA1EO9<br><br>ISIN Div Reinvestment: INF204KA1EP6,14-05-2021 20:00,19-12-2013,14-05-2021
3743,125268,Nippon India Mutual Fund - NIPPON INDIA SHORT TERM FUND - IDCW Option,ISIN Div Payout/ ISIN Growth: INF204KA1EQ4<br><br>ISIN Div Reinvestment: INF204KA1ER2,14-05-2021 20:00,06-12-2013,14-05-2021
3746,125305,PGIM India Mutual Fund - PGIM India Midcap Opportunities Fund - Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF663L01DZ4,14-05-2021 20:00,05-12-2013,14-05-2021
3755,125351,Axis Mutual Fund - Axis Small Cap Fund - Direct Plan - IDCW,ISIN Div Payout/ ISIN Growth: INF846K01K43<br><br>ISIN Div Reinvestment: INF846K01K50,14-05-2021 20:00,05-12-2013,14-05-2021
3759,125495,SBI Mutual Fund - SBI Small Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01T36<br><br>ISIN Div Reinvestment: INF200K01T44,14-05-2021 20:00,18-11-2013,14-05-2021
3763,125499,SBI Mutual Fund - SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Reinvestment: INF200K01U58,14-05-2021 20:00,18-11-2013,14-05-2021
3764,125500,SBI Mutual Fund - SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01U74<br><br>ISIN Div Reinvestment: INF200K01U66,14-05-2021 20:00,18-11-2013,14-05-2021
3765,125501,SBI Mutual Fund - SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01U82<br><br>ISIN Div Reinvestment: INF200K01U90,14-05-2021 20:00,18-11-2013,14-05-2021
3768,125504,SBI Mutual Fund - SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),ISIN Div Payout/ ISIN Growth: INF200K01V32<br><br>ISIN Div Reinvestment: INF200K01V24,14-05-2021 20:00,30-05-2014,14-05-2021
3770,125595,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,ISIN Div Payout/ ISIN Growth: INF209K011W7,14-05-2021 20:00,18-12-2013,14-05-2021
3771,125596,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking and Financial Services Fund - REGULAR - IDCW,ISIN Div Payout/ ISIN Growth: INF209K010W9<br><br>ISIN Div Reinvestment: INF209K012W5,14-05-2021 20:00,18-12-2013,14-05-2021
3772,125597,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF209K014W1,14-05-2021 20:00,18-12-2013,14-05-2021
3774,125711,Shriram Mutual Fund - Shriram Hybrid Equity Fund- Direct Growth,ISIN Div Payout/ ISIN Growth: INF680P01042,14-05-2021 20:00,06-12-2013,14-05-2021
3778,126163,IDBI Mutual Fund - IDBI Liquid Fund Bonus Direct,ISIN Div Payout/ ISIN Growth: INF397L01FP5,14-05-2021 20:00,17-12-2013,15-05-2021
3787,126391,DSP Mutual Fund - DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly,ISIN Div Payout/ ISIN Growth: INF740K01K99<br><br>ISIN Div Reinvestment: INF740K01L07,14-05-2021 20:00,07-02-2014,14-05-2021
3789,126393,DSP Mutual Fund - DSP Dynamic Asset Allocation Fund - Direct Plan - Growth,ISIN Div Payout/ ISIN Growth: INF740K01K81,14-05-2021 20:00,07-02-2014,14-05-2021
3795,126939,UTI Mutual Fund - UTI Banking & PSU Debt Fund- Regular Plan - Growth Option,ISIN Div Payout/ ISIN Growth: INF789F014Z9,14-05-2021 20:00,06-02-2014,14-05-2021
3797,126941,UTI Mutual Fund - UTI Banking & PSU Debt Fund - Regular Plan - Quarterly IDCW,ISIN Div Payout/ ISIN Growth: INF789F012Z3<br><br>ISIN Div Reinvestment: INF789F013Z1,14-05-2021 20:00,06-02-2014,14-05-2021
3811,127235,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Dividend,ISIN Div Payout/ ISIN Growth: INF109KA1NW9,14-05-2021 20:00,24-02-2014,29-02-2016
3812,127236,ICICI Prudential Mutual Fund - ICICI Prudential Interval Fund - Series VII - Annual Interval Plan - C - Direct Plan - Cumulative,ISIN Div Payout/ ISIN Growth: INF109KA1NX7,14-05-2021 20:00,24-02-2014,13-03-2018
3814,127304,BNP Paribas Mutual Fund - BNP Paribas Medium Term Fund - Growth Option,ISIN Div Payout/ ISIN Growth: INF251K01LT6,14-05-2021 20:00,05-03-2014,14-05-2021
3816,127307,BNP Paribas Mutual Fund - BNP Paribas Medium Term Fund - Calendar Quarterly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01LQ2<br><br>ISIN Div Reinvestment: INF251K01MA4,14-05-2021 20:00,05-03-2014,14-05-2021
3817,127308,BNP Paribas Mutual Fund - BNP Paribas Medium Term Fund - Monthly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01LS8<br><br>ISIN Div Reinvestment: INF251K01MC0,14-05-2021 20:00,05-03-2014,14-05-2021
3818,127310,BNP Paribas Mutual Fund - BNP Paribas Medium Term Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01LV2<br><br>ISIN Div Reinvestment: INF251K01MD8,14-05-2021 20:00,05-03-2014,14-05-2021
3819,127311,BNP Paribas Mutual Fund - BNP Paribas Medium Term Fund - Direct Plan - Calendar Quarterly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01LW0<br><br>ISIN Div Reinvestment: INF251K01ME6,14-05-2021 20:00,05-03-2014,14-05-2021
3820,127313,BNP Paribas Mutual Fund - BNP Paribas Medium Term Fund - Direct Plan - Half yearly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01LX8<br><br>ISIN Div Reinvestment: INF251K01MF3,14-05-2021 20:00,05-03-2014,14-05-2021
3822,127319,BNP Paribas Mutual Fund - BNP Paribas Medium Term Fund - Half Yearly Income Distribution cum Capital Withdrawal Option,ISIN Div Payout/ ISIN Growth: INF251K01LR0<br><br>ISIN Div Reinvestment: INF251K01MB2,14-05-2021 20:00,05-03-2014,14-05-2021
3825,127470,IDFC Mutual Fund - IDFC-IDFC Banking & PSU Debt Fund - Regular Daily IDCW,ISIN Div Reinvestment: INF194KA1JC5,14-05-2021 20:00,17-02-2014,14-05-2021
3827,127849,BOI AXA Mutual Fund - BOIAXAEQUITY DEBT REBALANCER FUND REGULAR PLAN  GROWTH,ISIN Div Payout/ ISIN Growth: INF761K01BR9,14-05-2021 20:00,24-03-2014,14-05-2021
3829,127851,BOI AXA Mutual Fund - BOI AXA EQUITY DEBT REBALANCER FUND  REGULAR PLAN IDCW,ISIN Div Payout/ ISIN Growth: INF761K01BP3<br><br>ISIN Div Reinvestment: INF761K01BQ1,14-05-2021 20:00,24-03-2014,14-05-2021
3832,128007,Kotak Mahindra Mutual Fund - Kotak Medium Term Fund - Quarterly Payout of Income Distribution cum capital withdrawal option,ISIN Div Payout/ ISIN Growth: INF174K01VM4<br><br>ISIN Div Reinvestment: INF174K01VO0,14-05-2021 20:00,25-03-2014,14-05-2021
3839,128078,Kotak Mahindra Mutual Fund - Kotak Medium Term Fund - Annual Payout of Income Distribution cum capital withdrawal option,ISIN Div Payout/ ISIN Growth: INF174K01VN2<br><br>ISIN Div Reinvestment: INF174K01VP7,14-05-2021 20:00,25-03-2014,14-05-2021
3842,128233,IDBI Mutual Fund - IDBI FLEXI CAP FUND IDCW - Direct Plan,ISIN Div Payout/ ISIN Growth: INF397L01HC9,14-05-2021 20:00,04-04-2014,14-05-2021
3844,128235,IDBI Mutual Fund - IDBI FLEXI CAP FUND Growth Regular,ISIN Div Payout/ ISIN Growth: INF397L01HJ4,14-05-2021 20:00,04-04-2014,14-05-2021
3846,128297,Navi Mutual Fund - Essel Short Term Fund- Direct - Bonus,ISIN Div Reinvestment: INF959L01BR7,14-05-2021 20:00,02-04-2014,26-06-2019
3849,128332,IDBI Mutual Fund - IDBI Credit Risk Fund Annual IDCW - Regular Plan,ISIN Div Payout/ ISIN Growth: INF397L01FX9,14-05-2021 20:00,11-03-2014,14-05-2021
3851,128626,HDFC Mutual Fund - HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,ISIN Div Payout/ ISIN Growth: INF179KA1JA8<br><br>ISIN Div Reinvestment: INF179KA1JB6,14-05-2021 20:00,26-03-2014,14-05-2021
